商品ID,平均販売数量,総販売数量,販売回数,販売数量標準偏差,商品カテゴリID,利益重視スコア,数量重視スコア,商品利益カテゴリ,商品数量カテゴリ
5400046,1.0,28.0,28,0.0,540,0.2,5.6000000000000005,低利益,低数量
5400047,1.038327526132404,298.0,287,0.20971506820938818,540,0.20766550522648083,59.6,低利益,低数量
5400048,1.034920634920635,326.0,315,0.18387091338600697,540,0.20698412698412702,65.2,低利益,低数量
5400049,1.0,6.0,6,0.0,540,0.2,1.2000000000000002,低利益,低数量
5400050,1.0,69.0,69,0.0,540,0.2,13.8,低利益,低数量
5400051,1.0,68.0,68,0.0,540,0.2,13.600000000000001,低利益,低数量
5400052,1.0140845070422535,72.0,71,0.11867816581938534,540,0.2028169014084507,14.4,低利益,低数量
5400053,1.0128205128205128,158.0,156,0.11286186173625717,540,0.20256410256410257,31.6,低利益,低数量
5400054,1.0,17.0,17,0.0,540,0.2,3.4000000000000004,低利益,低数量
5400055,1.0,62.0,62,0.0,540,0.2,12.4,低利益,低数量
5400056,1.0,38.0,38,0.0,540,0.2,7.6000000000000005,低利益,低数量
5400057,1.01,101.0,100,0.1,540,0.202,20.200000000000003,低利益,低数量
5400058,1.0129032258064516,157.0,155,0.11322295980007871,540,0.20258064516129035,31.400000000000002,低利益,低数量
5400059,1.0282131661442007,328.0,319,0.1658414934754961,540,0.20564263322884013,65.60000000000001,低利益,低数量
5400060,1.0210526315789474,291.0,285,0.1438123313794155,540,0.2042105263157895,58.2,低利益,低数量
5400061,1.0,61.0,61,0.0,540,0.2,12.200000000000001,低利益,低数量
5400062,1.0063694267515924,158.0,157,0.07980868844676221,540,0.20127388535031848,31.6,低利益,低数量
5400063,1.0,16.0,16,0.0,540,0.2,3.2,低利益,低数量
5400064,1.0,49.0,49,0.0,540,0.2,9.8,低利益,低数量
5400065,1.0,105.0,105,0.0,540,0.2,21.0,低利益,低数量
5400066,1.0,105.0,105,0.0,540,0.2,21.0,低利益,低数量
5400067,1.0,42.0,42,0.0,540,0.2,8.4,低利益,低数量
5400068,1.0,23.0,23,0.0,540,0.2,4.6000000000000005,低利益,低数量
5400069,1.0,31.0,31,0.0,540,0.2,6.2,低利益,低数量
5400070,1.0,31.0,31,0.0,540,0.2,6.2,低利益,低数量
5400071,1.0,37.0,37,0.0,540,0.2,7.4,低利益,低数量
5400072,1.0096153846153846,105.0,104,0.09805806756909204,540,0.20192307692307693,21.0,低利益,低数量
5400073,1.0,112.0,112,0.0,540,0.2,22.400000000000002,低利益,低数量
5400074,1.0128205128205128,79.0,78,0.1132277034144596,540,0.20256410256410257,15.8,低利益,低数量
5400075,1.0,3.0,3,0.0,540,0.2,0.6000000000000001,低利益,低数量
5400076,1.0,17.0,17,0.0,540,0.2,3.4000000000000004,低利益,低数量
5400077,1.0,92.0,92,0.0,540,0.2,18.400000000000002,低利益,低数量
5400078,1.010752688172043,94.0,93,0.10369516947304257,540,0.2021505376344086,18.8,低利益,低数量
5400079,1.0,39.0,39,0.0,540,0.2,7.800000000000001,低利益,低数量
5400080,1.0,50.0,50,0.0,540,0.2,10.0,低利益,低数量
5400081,1.0,46.0,46,0.0,540,0.2,9.200000000000001,低利益,低数量
5400082,1.0,6.0,6,0.0,540,0.2,1.2000000000000002,低利益,低数量
5400083,1.0,33.0,33,0.0,540,0.2,6.6000000000000005,低利益,低数量
5400084,1.0,42.0,42,0.0,540,0.2,8.4,低利益,低数量
5400085,1.0,6.0,6,0.0,540,0.2,1.2000000000000002,低利益,低数量
5400086,1.0,15.0,15,0.0,540,0.2,3.0,低利益,低数量
5400087,1.0,3.0,3,0.0,540,0.2,0.6000000000000001,低利益,低数量
5400088,1.0,35.0,35,0.0,540,0.2,7.0,低利益,低数量
5400089,1.0,41.0,41,0.0,540,0.2,8.200000000000001,低利益,低数量
5400090,1.0,46.0,46,0.0,540,0.2,9.200000000000001,低利益,低数量
5400091,1.0,39.0,39,0.0,540,0.2,7.800000000000001,低利益,低数量
5400092,1.0,10.0,10,0.0,540,0.2,2.0,低利益,低数量
5400093,1.0,8.0,8,0.0,540,0.2,1.6,低利益,低数量
5400094,1.0,9.0,9,0.0,540,0.2,1.8,低利益,低数量
5400095,1.0,22.0,22,0.0,540,0.2,4.4,低利益,低数量
5400096,1.0,23.0,23,0.0,540,0.2,4.6000000000000005,低利益,低数量
5400097,1.0,9.0,9,0.0,540,0.2,1.8,低利益,低数量
5400098,1.0,8.0,8,0.0,540,0.2,1.6,低利益,低数量
5400099,1.0,32.0,32,0.0,540,0.2,6.4,低利益,低数量
5400100,1.0,13.0,13,0.0,540,0.2,2.6,低利益,低数量
5400101,1.0,6.0,6,0.0,540,0.2,1.2000000000000002,低利益,低数量
5400102,1.0,6.0,6,0.0,540,0.2,1.2000000000000002,低利益,低数量
5400104,1.0,1.0,1,,540,0.2,0.2,低利益,低数量
5400105,1.0,8.0,8,0.0,540,0.2,1.6,低利益,低数量
5400106,1.0,49.0,49,0.0,540,0.2,9.8,低利益,低数量
5400107,1.0,17.0,17,0.0,540,0.2,3.4000000000000004,低利益,低数量
5400108,1.035294117647059,88.0,85,0.18561729852738684,540,0.2070588235294118,17.6,低利益,低数量
5400109,1.0,8.0,8,0.0,540,0.2,1.6,低利益,低数量
5400110,1.0,7.0,7,0.0,540,0.2,1.4000000000000001,低利益,低数量
5400111,1.0,88.0,88,0.0,540,0.2,17.6,低利益,低数量
5400112,1.0,1.0,1,,540,0.2,0.2,低利益,低数量
5400113,1.0,3.0,3,0.0,540,0.2,0.6000000000000001,低利益,低数量
5400114,1.0,4.0,4,0.0,540,0.2,0.8,低利益,低数量
5400115,1.0,39.0,39,0.0,540,0.2,7.800000000000001,低利益,低数量
5400116,1.0,19.0,19,0.0,540,0.2,3.8000000000000003,低利益,低数量
5400117,1.0,3.0,3,0.0,540,0.2,0.6000000000000001,低利益,低数量
5400118,1.0,25.0,25,0.0,540,0.2,5.0,低利益,低数量
5400119,1.0,14.0,14,0.0,540,0.2,2.8000000000000003,低利益,低数量
5400120,1.00418410041841,240.0,239,0.0646846227353151,540,0.200836820083682,48.0,低利益,低数量
5400121,1.0,7.0,7,0.0,540,0.2,1.4000000000000001,低利益,低数量
5400122,1.0043668122270741,230.0,229,0.06608186004550896,540,0.20087336244541484,46.0,低利益,低数量
5400123,1.0076335877862594,132.0,131,0.08737040566610378,540,0.2015267175572519,26.400000000000002,低利益,低数量
5400124,1.0204081632653061,50.0,49,0.14285714285714282,540,0.20408163265306123,10.0,低利益,低数量
5400125,1.0305343511450382,270.0,262,0.193334573825189,540,0.20610687022900764,54.0,低利益,低数量
5400126,1.0,11.0,11,0.0,540,0.2,2.2,低利益,低数量
5400127,1.0,80.0,80,0.0,540,0.2,16.0,低利益,低数量
5400128,1.0,1.0,1,,540,0.2,0.2,低利益,低数量
5400129,1.0,3.0,3,0.0,540,0.2,0.6000000000000001,低利益,低数量
5400130,1.0545454545454545,58.0,55,0.22918388365077624,540,0.2109090909090909,11.600000000000001,低利益,低数量
5400131,1.0588235294117647,18.0,17,0.24253562503633308,540,0.21176470588235297,3.6,低利益,低数量
5400132,1.0,55.0,55,0.0,540,0.2,11.0,低利益,低数量
5400133,1.0,5.0,5,0.0,540,0.2,1.0,低利益,低数量
5400134,1.0657142857142856,373.0,350,0.300374987362723,540,0.21314285714285713,74.60000000000001,低利益,低数量
5400135,1.0,14.0,14,0.0,540,0.2,2.8000000000000003,低利益,低数量
5400136,1.0,21.0,21,0.0,540,0.2,4.2,低利益,低数量
5400137,1.0,29.0,29,0.0,540,0.2,5.800000000000001,低利益,低数量
5400138,1.0596491228070175,302.0,285,0.23725220514477585,540,0.21192982456140352,60.400000000000006,低利益,低数量
5400139,1.0,34.0,34,0.0,540,0.2,6.800000000000001,低利益,低数量
5400140,1.1636726546906189,583.0,501,0.4485060586332571,540,0.2327345309381238,116.60000000000001,低利益,低数量
5400141,1.065217391304348,245.0,230,0.28053083749906144,540,0.21304347826086958,49.0,低利益,低数量
5400142,1.0404040404040404,103.0,99,0.19790700347467458,540,0.2080808080808081,20.6,低利益,低数量
5400143,1.033112582781457,156.0,151,0.17952598857533533,540,0.20662251655629138,31.200000000000003,低利益,低数量
5400144,1.0919540229885059,190.0,174,0.30909840579254194,540,0.2183908045977012,38.0,低利益,低数量
5400145,1.108695652173913,51.0,46,0.37878524373260003,540,0.22173913043478263,10.200000000000001,低利益,低数量
5400146,1.0393700787401574,132.0,127,0.23236447844635078,540,0.2078740157480315,26.400000000000002,低利益,低数量
5400147,1.0,46.0,46,0.0,540,0.2,9.200000000000001,低利益,低数量
5400148,1.0,36.0,36,0.0,540,0.2,7.2,低利益,低数量
5400149,1.018181818181818,56.0,55,0.1348399724926485,540,0.20363636363636362,11.200000000000001,低利益,低数量
5400150,1.0,15.0,15,0.0,540,0.2,3.0,低利益,低数量
5400151,1.0925925925925926,118.0,108,0.3217079722106214,540,0.21851851851851853,23.6,低利益,低数量
5400152,1.1215686274509804,286.0,255,0.3617073062433782,540,0.2243137254901961,57.2,低利益,低数量
5400153,1.15,276.0,240,0.42218796503958766,540,0.22999999999999998,55.2,低利益,低数量
5400154,1.1304347826086956,156.0,138,0.35895401483580125,540,0.22608695652173913,31.200000000000003,低利益,低数量
5400155,1.0693069306930694,108.0,101,0.3242661173349526,540,0.21386138613861388,21.6,低利益,低数量
5400156,1.0300429184549356,240.0,233,0.17107292721505837,540,0.20600858369098712,48.0,低利益,低数量
5400157,1.050420168067227,250.0,238,0.237736850436923,540,0.2100840336134454,50.0,低利益,低数量
5400158,1.0,68.0,68,0.0,540,0.2,13.600000000000001,低利益,低数量
5400159,1.0,1.0,1,,540,0.2,0.2,低利益,低数量
5400160,1.0952380952380953,138.0,126,0.34475664294853386,540,0.21904761904761907,27.6,低利益,低数量
5400161,1.0360360360360361,115.0,111,0.18722509194345463,540,0.20720720720720723,23.0,低利益,低数量
5400162,1.0,54.0,54,0.0,540,0.2,10.8,低利益,低数量
5400163,1.0126582278481013,80.0,79,0.11250879009260242,540,0.20253164556962028,16.0,低利益,低数量
5400164,1.0416666666666667,25.0,24,0.2041241452319316,540,0.20833333333333337,5.0,低利益,低数量
5400165,1.0,66.0,66,0.0,540,0.2,13.200000000000001,低利益,低数量
5400166,1.0,30.0,30,0.0,540,0.2,6.0,低利益,低数量
5400167,1.0,9.0,9,0.0,540,0.2,1.8,低利益,低数量
5400168,1.0,4.0,4,0.0,540,0.2,0.8,低利益,低数量
5400169,1.0,10.0,10,0.0,540,0.2,2.0,低利益,低数量
5400170,1.0294117647058822,35.0,34,0.17149858514250887,540,0.20588235294117646,7.0,低利益,低数量
5400171,1.1085271317829457,286.0,258,0.35812547151327445,540,0.22170542635658916,57.2,低利益,低数量
5400172,1.0543478260869565,194.0,184,0.2273213192400586,540,0.2108695652173913,38.800000000000004,低利益,低数量
5400173,1.0,8.0,8,0.0,540,0.2,1.6,低利益,低数量
5400174,1.1626016260162602,286.0,246,0.4402964444754844,540,0.23252032520325205,57.2,低利益,低数量
5400175,1.0,56.0,56,0.0,540,0.2,11.200000000000001,低利益,低数量
5400176,1.0,2.0,2,0.0,540,0.2,0.4,低利益,低数量
5400177,1.0,1.0,1,,540,0.2,0.2,低利益,低数量
5400178,1.1904761904761905,25.0,21,0.4023739080814783,540,0.2380952380952381,5.0,低利益,低数量
5400179,1.0217391304347827,188.0,184,0.14622842147587856,540,0.20434782608695656,37.6,低利益,低数量
5400180,1.0,17.0,17,0.0,540,0.2,3.4000000000000004,低利益,低数量
5400181,1.0,73.0,73,0.0,540,0.2,14.600000000000001,低利益,低数量
5400182,1.0294117647058822,35.0,34,0.17149858514250882,540,0.20588235294117646,7.0,低利益,低数量
5400183,1.065217391304348,98.0,92,0.28915746598312014,540,0.21304347826086958,19.6,低利益,低数量
5400184,1.0285714285714285,36.0,35,0.1690308509457033,540,0.2057142857142857,7.2,低利益,低数量
5400185,1.0,70.0,70,0.0,540,0.2,14.0,低利益,低数量
5400186,1.0,37.0,37,0.0,540,0.2,7.4,低利益,低数量
5400187,1.0303030303030303,68.0,66,0.17273340683501218,540,0.20606060606060606,13.600000000000001,低利益,低数量
5400188,1.0,19.0,19,0.0,540,0.2,3.8000000000000003,低利益,低数量
5400189,1.0188679245283019,54.0,53,0.137360563948689,540,0.2037735849056604,10.8,低利益,低数量
5400190,1.0,34.0,34,0.0,540,0.2,6.800000000000001,低利益,低数量
5400191,1.0,22.0,22,0.0,540,0.2,4.4,低利益,低数量
5400192,1.0,62.0,62,0.0,540,0.2,12.4,低利益,低数量
5400193,1.0,38.0,38,0.0,540,0.2,7.6000000000000005,低利益,低数量
5400194,1.0,37.0,37,0.0,540,0.2,7.4,低利益,低数量
5400195,1.0,16.0,16,0.0,540,0.2,3.2,低利益,低数量
5400196,1.0,12.0,12,0.0,540,0.2,2.4000000000000004,低利益,低数量
5400197,1.0,42.0,42,0.0,540,0.2,8.4,低利益,低数量
5400198,1.0,29.0,29,0.0,540,0.2,5.800000000000001,低利益,低数量
5400199,1.0,27.0,27,0.0,540,0.2,5.4,低利益,低数量
5400200,1.0,33.0,33,0.0,540,0.2,6.6000000000000005,低利益,低数量
5400201,1.0344827586206897,30.0,29,0.18569533817705186,540,0.20689655172413796,6.0,低利益,低数量
5400202,1.0,29.0,29,0.0,540,0.2,5.800000000000001,低利益,低数量
5400203,1.0,26.0,26,0.0,540,0.2,5.2,低利益,低数量
5400204,1.0307692307692307,67.0,65,0.17403580533459642,540,0.20615384615384613,13.4,低利益,低数量
5400205,1.183431952662722,200.0,169,0.4712799786312426,540,0.2366863905325444,40.0,低利益,低数量
5400206,1.0888888888888888,49.0,45,0.28779903201415186,540,0.21777777777777776,9.8,低利益,低数量
5400207,1.0303030303030303,34.0,33,0.17407765595569785,540,0.20606060606060606,6.800000000000001,低利益,低数量
5500001,1.0,141.0,141,0.0,550,0.2,28.200000000000003,低利益,低数量
5500002,1.009375,323.0,320,0.09652058107229211,550,0.201875,64.60000000000001,低利益,低数量
5500003,1.0,129.0,129,0.0,550,0.2,25.8,低利益,低数量
5500004,1.0,121.0,121,0.0,550,0.2,24.200000000000003,低利益,低数量
5500005,1.0,31.0,31,0.0,550,0.2,6.2,低利益,低数量
5500006,1.0057142857142858,176.0,175,0.07559289460184543,550,0.20114285714285718,35.2,低利益,低数量
5500007,1.0192307692307692,53.0,52,0.13867504905630726,550,0.20384615384615384,10.600000000000001,低利益,低数量
5500008,1.0,41.0,41,0.0,550,0.2,8.200000000000001,低利益,低数量
5500009,1.0,200.0,200,0.0,550,0.2,40.0,低利益,低数量
5500010,1.0138888888888888,146.0,144,0.11743834038236316,550,0.20277777777777778,29.200000000000003,低利益,低数量
5500011,1.0,110.0,110,0.0,550,0.2,22.0,低利益,低数量
5500012,1.0049627791563276,405.0,403,0.07035932016830207,550,0.20099255583126552,81.0,低利益,低数量
5500013,1.0128755364806867,236.0,233,0.11298026587215511,550,0.20257510729613737,47.2,低利益,低数量
5500014,1.0273972602739727,75.0,73,0.2340822943922611,550,0.20547945205479456,15.0,低利益,低数量
5500015,1.013840830449827,293.0,289,0.14367010676228284,550,0.2027681660899654,58.6,低利益,低数量
5500016,1.007462686567164,270.0,268,0.08622491768745574,550,0.20149253731343283,54.0,低利益,低数量
5500017,1.0138248847926268,220.0,217,0.11703365584353252,550,0.20276497695852536,44.0,低利益,低数量
5500018,1.0,39.0,39,0.0,550,0.2,7.800000000000001,低利益,低数量
5500019,1.0333333333333334,217.0,210,0.20480667353560736,550,0.2066666666666667,43.400000000000006,低利益,低数量
5500020,1.2538071065989849,247.0,197,0.5312175304365586,550,0.250761421319797,49.400000000000006,低利益,低数量
5500021,1.0119047619047619,340.0,336,0.10861929891441739,550,0.20238095238095238,68.0,低利益,低数量
5500022,1.0390625,133.0,128,0.23147400833664472,550,0.2078125,26.6,低利益,低数量
5500023,1.0458715596330275,114.0,109,0.21017281693870987,550,0.20917431192660552,22.8,低利益,低数量
5500024,1.0155038759689923,131.0,129,0.1240272225682108,550,0.20310077519379846,26.200000000000003,低利益,低数量
5500025,1.0,199.0,199,0.0,550,0.2,39.800000000000004,低利益,低数量
5500026,1.1218424962852898,755.0,673,0.37798202295806776,550,0.22436849925705796,151.0,低利益,低数量
5500027,1.0,76.0,76,0.0,550,0.2,15.200000000000001,低利益,低数量
5500028,1.0038610038610039,260.0,259,0.062136976600120034,550,0.2007722007722008,52.0,低利益,低数量
5500029,1.0,132.0,132,0.0,550,0.2,26.400000000000002,低利益,低数量
5500030,1.0,19.0,19,0.0,550,0.2,3.8000000000000003,低利益,低数量
5500031,1.0046728971962617,215.0,214,0.06835859270246633,550,0.20093457943925236,43.0,低利益,低数量
5500032,1.0470588235294118,89.0,85,0.2630355015392941,550,0.20941176470588238,17.8,低利益,低数量
5500033,1.0272727272727273,113.0,110,0.16362246257329346,550,0.20545454545454547,22.6,低利益,低数量
5500034,1.0,50.0,50,0.0,550,0.2,10.0,低利益,低数量
5500035,1.0,21.0,21,0.0,550,0.2,4.2,低利益,低数量
5500036,1.0086206896551724,117.0,116,0.09284766908852594,550,0.2017241379310345,23.400000000000002,低利益,低数量
5500037,1.0538461538461539,411.0,390,0.257879581557247,550,0.2107692307692308,82.2,低利益,低数量
5500038,1.025,41.0,40,0.15811388300841897,550,0.205,8.200000000000001,低利益,低数量
5500039,1.012853470437018,394.0,389,0.11278723523747108,550,0.2025706940874036,78.80000000000001,低利益,低数量
5500040,1.0268199233716475,536.0,522,0.1839245916620078,550,0.2053639846743295,107.2,低利益,低数量
5500041,1.008230452674897,245.0,243,0.0905342064629546,550,0.20164609053497942,49.0,低利益,低数量
5500042,1.0,81.0,81,0.0,550,0.2,16.2,低利益,低数量
5500043,1.0072992700729928,138.0,137,0.0854357657716761,550,0.20145985401459857,27.6,低利益,低数量
5500044,1.0,12.0,12,0.0,550,0.2,2.4000000000000004,低利益,低数量
5500045,1.0,72.0,72,0.0,550,0.2,14.4,低利益,低数量
5500046,1.0,20.0,20,0.0,550,0.2,4.0,低利益,低数量
5500047,1.0,36.0,36,0.0,550,0.2,7.2,低利益,低数量
5500048,1.0,72.0,72,0.0,550,0.2,14.4,低利益,低数量
5500049,1.008,126.0,125,0.08944271909999157,550,0.2016,25.200000000000003,低利益,低数量
5500050,1.0,175.0,175,0.0,550,0.2,35.0,低利益,低数量
5500051,1.0,37.0,37,0.0,550,0.2,7.4,低利益,低数量
5500052,1.0123839009287925,327.0,323,0.11076336474587925,550,0.20247678018575851,65.4,低利益,低数量
5500053,1.0,41.0,41,0.0,550,0.2,8.200000000000001,低利益,低数量
5500054,1.0256410256410255,80.0,78,0.15908496254525542,550,0.20512820512820512,16.0,低利益,低数量
5500055,1.0,80.0,80,0.0,550,0.2,16.0,低利益,低数量
5500056,1.0,3.0,3,0.0,550,0.2,0.6000000000000001,低利益,低数量
5500057,1.0,81.0,81,0.0,550,0.2,16.2,低利益,低数量
5500058,1.0,61.0,61,0.0,550,0.2,12.200000000000001,低利益,低数量
5500059,1.0,149.0,149,0.0,550,0.2,29.8,低利益,低数量
5500060,1.0864197530864197,88.0,81,0.32394177193585016,550,0.21728395061728395,17.6,低利益,低数量
5500061,1.0,19.0,19,0.0,550,0.2,3.8000000000000003,低利益,低数量
5500062,1.0,8.0,8,0.0,550,0.2,1.6,低利益,低数量
5500063,1.0112359550561798,90.0,89,0.10599978800063603,550,0.20224719101123598,18.0,低利益,低数量
5500064,1.0127388535031847,159.0,157,0.11250419630332287,550,0.20254777070063695,31.8,低利益,低数量
5500065,1.0,247.0,247,0.0,550,0.2,49.400000000000006,低利益,低数量
5500066,1.0,90.0,90,0.0,550,0.2,18.0,低利益,低数量
5500067,1.0,16.0,16,0.0,550,0.2,3.2,低利益,低数量
5500068,1.0,47.0,47,0.0,550,0.2,9.4,低利益,低数量
5500069,1.015625,130.0,128,0.12450690143095283,550,0.203125,26.0,低利益,低数量
5500070,1.0227272727272727,90.0,88,0.1498867562775945,550,0.20454545454545456,18.0,低利益,低数量
5500071,1.0,18.0,18,0.0,550,0.2,3.6,低利益,低数量
5500072,1.0,24.0,24,0.0,550,0.2,4.800000000000001,低利益,低数量
5500073,1.0,33.0,33,0.0,550,0.2,6.6000000000000005,低利益,低数量
5500074,1.0153846153846153,66.0,65,0.12403473458920843,550,0.20307692307692307,13.200000000000001,低利益,低数量
5500075,1.0,49.0,49,0.0,550,0.2,9.8,低利益,低数量
5500076,1.0,56.0,56,0.0,550,0.2,11.200000000000001,低利益,低数量
5500077,1.0,64.0,64,0.0,550,0.2,12.8,低利益,低数量
5500078,1.0094043887147335,322.0,319,0.0966707898793567,550,0.20188087774294672,64.4,低利益,低数量
5500079,1.019174041297935,691.0,678,0.13723766414351043,550,0.20383480825958702,138.20000000000002,低利益,低数量
5500080,1.0,68.0,68,0.0,550,0.2,13.600000000000001,低利益,低数量
5500081,1.0,77.0,77,0.0,550,0.2,15.4,低利益,低数量
5500082,1.0052083333333333,193.0,192,0.0721687836487032,550,0.20104166666666667,38.6,低利益,低数量
5500083,1.0,18.0,18,0.0,550,0.2,3.6,低利益,低数量
5500084,1.0,76.0,76,0.0,550,0.2,15.200000000000001,低利益,低数量
5500085,1.0,23.0,23,0.0,550,0.2,4.6000000000000005,低利益,低数量
5500086,1.0,77.0,77,0.0,550,0.2,15.4,低利益,低数量
5500087,1.0,33.0,33,0.0,550,0.2,6.6000000000000005,低利益,低数量
5500088,1.0,190.0,190,0.0,550,0.2,38.0,低利益,低数量
5500089,1.0,38.0,38,0.0,550,0.2,7.6000000000000005,低利益,低数量
5500090,1.0125,81.0,80,0.11180339887498952,550,0.2025,16.2,低利益,低数量
5500091,1.0,7.0,7,0.0,550,0.2,1.4000000000000001,低利益,低数量
5500092,1.0,102.0,102,0.0,550,0.2,20.400000000000002,低利益,低数量
5500093,1.0,8.0,8,0.0,550,0.2,1.6,低利益,低数量
5500094,1.0,32.0,32,0.0,550,0.2,6.4,低利益,低数量
5500095,1.0400763358778626,545.0,524,0.21492315735852593,550,0.20801526717557253,109.0,低利益,低数量
5500096,1.037593984962406,414.0,399,0.19045100021085834,550,0.2075187969924812,82.80000000000001,低利益,低数量
5500097,1.0,27.0,27,0.0,550,0.2,5.4,低利益,低数量
5500098,1.0,17.0,17,0.0,550,0.2,3.4000000000000004,低利益,低数量
5500099,1.0,18.0,18,0.0,550,0.2,3.6,低利益,低数量
5500100,1.020501138952164,448.0,439,0.14186856214694107,550,0.20410022779043283,89.60000000000001,低利益,低数量
5500101,1.0,64.0,64,0.0,550,0.2,12.8,低利益,低数量
5500102,1.0434782608695652,48.0,46,0.2061845709423623,550,0.20869565217391306,9.600000000000001,低利益,低数量
5500103,1.0,29.0,29,0.0,550,0.2,5.800000000000001,低利益,低数量
5500104,1.0079681274900398,253.0,251,0.0890856609117297,550,0.20159362549800797,50.6,低利益,低数量
5500105,1.0,40.0,40,0.0,550,0.2,8.0,低利益,低数量
5500106,1.0,13.0,13,0.0,550,0.2,2.6,低利益,低数量
5500107,1.0,9.0,9,0.0,550,0.2,1.8,低利益,低数量
5500108,1.0,186.0,186,0.0,550,0.2,37.2,低利益,低数量
5500109,1.009433962264151,107.0,106,0.09712858623572641,550,0.20188679245283023,21.400000000000002,低利益,低数量
5500110,1.0042918454935623,234.0,233,0.06551217820804184,550,0.20085836909871246,46.800000000000004,低利益,低数量
5500111,1.0,17.0,17,0.0,550,0.2,3.4000000000000004,低利益,低数量
5500112,1.0,7.0,7,0.0,550,0.2,1.4000000000000001,低利益,低数量
5500113,1.0097560975609756,207.0,205,0.09853057166851197,550,0.20195121951219513,41.400000000000006,低利益,低数量
5500114,1.0,37.0,37,0.0,550,0.2,7.4,低利益,低数量
5500115,1.0,16.0,16,0.0,550,0.2,3.2,低利益,低数量
5500116,1.0,56.0,56,0.0,550,0.2,11.200000000000001,低利益,低数量
5500117,1.0,34.0,34,0.0,550,0.2,6.800000000000001,低利益,低数量
5500118,1.0217391304347827,94.0,92,0.14662959759729016,550,0.20434782608695656,18.8,低利益,低数量
5500119,1.0,37.0,37,0.0,550,0.2,7.4,低利益,低数量
5500120,1.0,125.0,125,0.0,550,0.2,25.0,低利益,低数量
5500121,1.0363636363636364,114.0,110,0.1880499995620298,550,0.20727272727272728,22.8,低利益,低数量
5500122,1.0,33.0,33,0.0,550,0.2,6.6000000000000005,低利益,低数量
5500123,1.0050761421319796,198.0,197,0.07124704998790964,550,0.20101522842639594,39.6,低利益,低数量
5500124,1.02020202020202,101.0,99,0.14140677897022574,550,0.20404040404040402,20.200000000000003,低利益,低数量
5500125,1.0,40.0,40,0.0,550,0.2,8.0,低利益,低数量
5500126,1.0733333333333333,161.0,150,0.28606721570562055,550,0.21466666666666667,32.2,低利益,低数量
5500127,1.0185185185185186,220.0,216,0.13513001363761487,550,0.20370370370370372,44.0,低利益,低数量
5500128,1.0,62.0,62,0.0,550,0.2,12.4,低利益,低数量
5500129,1.010752688172043,94.0,93,0.10369516947304257,550,0.2021505376344086,18.8,低利益,低数量
5500130,1.0,73.0,73,0.0,550,0.2,14.600000000000001,低利益,低数量
5500131,1.0,45.0,45,0.0,550,0.2,9.0,低利益,低数量
5500132,1.0,9.0,9,0.0,550,0.2,1.8,低利益,低数量
5500133,1.0,110.0,110,0.0,550,0.2,22.0,低利益,低数量
5500134,1.0,8.0,8,0.0,550,0.2,1.6,低利益,低数量
5500135,1.0116959064327486,346.0,342,0.107670840505761,550,0.20233918128654974,69.2,低利益,低数量
5500136,1.0,12.0,12,0.0,550,0.2,2.4000000000000004,低利益,低数量
5500137,1.0,138.0,138,0.0,550,0.2,27.6,低利益,低数量
5500138,1.0475206611570247,507.0,484,0.22247909057258608,550,0.20950413223140496,101.4,低利益,低数量
5500139,1.0,63.0,63,0.0,550,0.2,12.600000000000001,低利益,低数量
5500140,1.0,23.0,23,0.0,550,0.2,4.6000000000000005,低利益,低数量
5500141,1.0,2.0,2,0.0,550,0.2,0.4,低利益,低数量
5500142,1.0040322580645162,249.0,248,0.06350006350009524,550,0.20080645161290325,49.800000000000004,低利益,低数量
5500143,1.0,131.0,131,0.0,550,0.2,26.200000000000003,低利益,低数量
5500144,1.0133333333333334,76.0,75,0.11547005383792525,550,0.2026666666666667,15.200000000000001,低利益,低数量
5500145,1.0087719298245614,115.0,114,0.09365858115816943,550,0.2017543859649123,23.0,低利益,低数量
5500146,1.0,19.0,19,0.0,550,0.2,3.8000000000000003,低利益,低数量
5500147,1.0,39.0,39,0.0,550,0.2,7.800000000000001,低利益,低数量
5500148,1.0,18.0,18,0.0,550,0.2,3.6,低利益,低数量
5500149,1.0,48.0,48,0.0,550,0.2,9.600000000000001,低利益,低数量
5500150,1.0,46.0,46,0.0,550,0.2,9.200000000000001,低利益,低数量
5500151,1.0093457943925233,216.0,214,0.09644644847553685,550,0.20186915887850465,43.2,低利益,低数量
5500152,1.0,60.0,60,0.0,550,0.2,12.0,低利益,低数量
5500153,1.0076726342710998,394.0,391,0.0873686867744036,550,0.20153452685421996,78.80000000000001,低利益,低数量
5500154,1.0151515151515151,67.0,66,0.12309149097933271,550,0.20303030303030303,13.4,低利益,低数量
5500155,1.0,21.0,21,0.0,550,0.2,4.2,低利益,低数量
5500156,1.0,47.0,47,0.0,550,0.2,9.4,低利益,低数量
5500157,1.0,16.0,16,0.0,550,0.2,3.2,低利益,低数量
5500158,1.0218579234972678,187.0,183,0.18024050333933297,550,0.20437158469945357,37.4,低利益,低数量
5500159,1.0,215.0,215,0.0,550,0.2,43.0,低利益,低数量
5500160,1.0,12.0,12,0.0,550,0.2,2.4000000000000004,低利益,低数量
5500161,1.0,10.0,10,0.0,550,0.2,2.0,低利益,低数量
5500162,1.0,69.0,69,0.0,550,0.2,13.8,低利益,低数量
